SYSINFNO,SYSFACNO,CALENDAR_YEAR,SPECIES_VALUE,ON_HAND_JAN1,STRAYS,SEIZED,BITE_CASES,SURRENDERED,FROM_ANOTHER,FROM_ANOTHER_NOTES,OTHER,OTHER_NOTES,RECLAIMED,ADOPTED,TRANSFERRED,TRANSFERRED_NOTES,TRANSFERRED_OUT_OF_STATE,DIED,EUTHANIZED,MISC,MISC_NOTES,ON_HAND_DEC31,CREATE_DATE,UPDATE_DATE,TRANSOLD,FROM_OUT_OF_STATE
37559,1,2015,1,12,0,0,0,6,3,"Norfolk Animal Care Center, 5585 Sabre Road, Norfolk, VA; Suffolk Animal Control, 124 Forest Glen Drive, Suffolk, VA; Virginia Beach SPCA, 3040 Holland Road, Virginia Beach, VA",0,,0,11,2,"Virginia Pit Bull Response, 4513 Three Pin Lane, VA Beach, VA; Hope For Life Rescue, 610 Jack Rabbit Lane, Virginia Beach, VA",0,1,2,0,,5,2/26/16 15:31,2/26/16 15:38,0,
43014,1,2017,7,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/28/18 17:29,1/31/18 14:14,,0
32498,1,2014,1,11,0,0,0,6,10,"Chesapeake Animal Bureau, 2100 S Military Hwy, Chesapeake, VA 23320; VB SPCA, 3040 Holland Rd, VB 23453; Norfolk Animal Care Center, 5585 Sabre Rd, Norfolk, VA; VB Animal Control, 341 S Birdneck Rd, VB 23451; Suffolk Animal Control, 124 Forest Glen Dr, Suffolk VA 23434; PACC Rescue, PO Box 1133, Franklin, VA 23851; Peninsula SPCA, 523 J Clyde Morris Blvd, Newport News, VA 23601",0,,0,15,0,,0,0,0,0,,12,1/27/15 8:57,2/3/15 10:03,0,
32499,1,2014,2,0,0,0,0,2,4,"Virginia Beach Animal Control, 341 S Birdneck Rd, VB 23451; Peninsula SPCA, 523 J Clyde Morris Blvd, Newport News, VA 23601",0,,0,3,1,"Second Chance Habitat, PO Box 13267, Chesapeake, VA 23322",0,0,0,0,,2,1/27/15 8:57,1/31/15 15:40,0,
29223,1,2013,1,12,0,0,0,12,5,"Chesapeake Animal Control, 2100 S Military Hwy, Chesapeake VA 23320; Norfolk Animal Care Center, 5855 Sabre Road, Norfolk, VA 23502; Va Beach Animal Control, 341 S Birdneck Rd, Va Beach, VA 23456; Portsmouth Humane Society, 4022 Seaboard Ct, Portsmouth, VA 23701",0,,0,16,2,"Go Rescue, 3111 Mapleton Ave, Norfolk, VA 23504",0,0,0,0,,11,1/31/14 10:09,1/31/14 10:16,0,
29224,1,2013,2,1,3,0,0,0,0,,0,,0,2,2,"Cat Rescue, Inc, 1917 Benefit Rd, Chesapeake, VA 23322; Norfolk SPCA 916 Ballentine Blvd, Norfolk, VA 23504",0,0,0,0,,0,1/31/14 10:09,1/31/14 10:19,0,
24404,1,2012,1,14,0,0,0,3,7,"Virginia Beach Animal Control, 341 S Birdneck Rd, Virginia Beach, VA 23456; Chesapeake Animal Control 3807 Cook Blvd, Chesapeake, VA 23320; Portsmouth Humane Society, 4022 Seaboard Court, Portsmouth, VA 23701",0,,0,10,2,"Bully Advocate & Rescue Collective (BARC) PO Box 24, Windsor, VA 23487; Ring Dog Rescue, PO Box 28632, Richmond VA, 23228",0,0,0,0,,12,1/20/13 9:46,1/20/13 13:55,0,
24405,1,2012,2,0,0,0,0,1,1,"Portsmouth Humane Society, 4022 Seaboard Court, Portsmouth, VA 23701",0,,0,1,0,,0,0,0,0,,1,1/20/13 9:46,1/20/13 10:13,0,
45052,1,2018,1,1,0,0,0,0,2,"Chesapeake Animal Services, 2100 S Military Highway, Chesapeake, VA 23322
Norfolk Animal Care Center, 5855 Sabre Road, Norfolk, VA 23502",0,,0,1,0,,0,0,2,0,,0,1/12/19 15:18,1/14/19 12:29,,0
45053,1,2018,2,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/12/19 15:18,1/14/19 12:29,,0
45054,1,2018,3,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/12/19 15:18,1/14/19 12:29,,0
45055,1,2018,4,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/12/19 15:18,1/14/19 12:29,,0
45056,1,2018,5,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/12/19 15:18,1/14/19 12:29,,0
45057,1,2018,6,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/12/19 15:18,1/14/19 12:29,,0
45058,1,2018,7,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/12/19 15:18,1/14/19 12:29,,0
21758,1,2011,1,17,1,0,0,14,14,"VB Animal Control 2665 Leroy, Va Beach 23456; Portsmouth Humane Society 2704 Frederick Blvd Portsmouth 23704;Chesapeake Animal Control 3807 Cook Blvd Chesapeake 23323;Animal Welfare League of Pittsylvania County PO Box 936 Chatham 24537",1,"Received from SPCA of NE North Carolina 100 Wilson St PO Box 1772 Elizabeth City, NC 27906",0,29,1,Hope For Life Rescue 610 Jack Rabbit Rd Va Beach 23451;,3,0,0,0,,14,2/5/12 9:38,2/9/12 10:04,0,
21759,1,2011,2,1,1,0,0,1,0,,0,,0,3,0,,0,0,0,0,,0,2/5/12 9:38,2/5/12 9:54,0,
39984,1,2016,1,5,1,0,0,3,1,"Chesapeake Animal Services, 2100 S Military Hwy, Chesapeake, VA 23320
Norfolk Animal Care Center, 5585 Sabre Road, Norfolk, VA 23502",0,,0,7,0,"Billy the Kidden Rescue, PO Box 16919, Chesapeake, VA 23328
",0,0,1,0,,2,2/26/17 16:21,3/7/17 11:06,,0
39985,1,2016,2,0,0,0,0,0,5,,0,,0,0,5,,0,0,0,0,,0,2/26/17 16:21,3/7/17 11:06,,0
39986,1,2016,3,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,2/26/17 16:21,3/7/17 11:06,,0
39987,1,2016,4,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,2/26/17 16:21,3/7/17 11:06,,0
39988,1,2016,5,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,2/26/17 16:21,3/7/17 11:06,,0
39989,1,2016,6,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,2/26/17 16:21,3/7/17 11:06,,0
39990,1,2016,7,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,2/26/17 16:21,3/7/17 11:06,,0
43008,1,2017,1,2,0,0,0,0,0,,0,,0,0,0,"Norfolk SPCA, 916 Ballentine Boulevard, Norfolk, VA 23504",0,0,1,0,,1,1/28/18 17:29,1/31/18 14:14,,0
43009,1,2017,2,0,1,0,0,0,0,,0,,0,0,1,,0,0,0,0,,0,1/28/18 17:29,1/31/18 14:14,,0
43010,1,2017,3,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/28/18 17:29,1/31/18 14:14,,0
43011,1,2017,4,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/28/18 17:29,1/31/18 14:14,,0
43012,1,2017,5,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/28/18 17:29,1/31/18 14:14,,0
43013,1,2017,6,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/28/18 17:29,1/31/18 14:14,,0
37560,1,2015,2,2,0,0,0,0,0,,0,,0,2,0,,0,0,0,0,,0,2/26/16 15:31,2/26/16 15:35,0,
34659,4,2015,6,,,,,,,,,,,,,,,,,,,,2/2/16 16:51,2/2/16 16:51,,
41912,4,2017,4,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/15/18 15:14,1/17/18 14:00,,0
34661,4,2015,3,0,,,,,,,,,,,,,,,,,,,2/2/16 16:51,2/2/16 16:51,,
34662,4,2015,7,,,,,,,,,,,,,,,,,,,,2/2/16 16:51,2/2/16 16:51,,
34663,4,2015,2,81,97,0,0,327,816,"Alleghany Humane Society 9313 Rich Patch Rd, Covington, 24426
Botetourt County AC 1510 Baldwin Ave Roanoke 24012
Franklin County AS  18401 Virgil H Goode Hwy, Rocky Mt, 24151
Pulaski Humane Society 80 Dublin Park Rd, Dublin, 24084
Regional Center for Animal Care and Protection 1510 Baldwin Ave Roanoke 24012
Roanoke City AC 1510 Baldwin Ave Roanoke 24012
Roanoke County AC 1510 Baldwin Ave Roanoke 24012
Salem Animal Shelter 1301 Indiana St, Salem, 24153",117,"Born to, Received from out of state,
housed on behalf of animal control after seizure, through court hearing and final placement
",13,1175,71,"Barn Cat Buddies PO Box 111 Salem, VA 24153
Siamese Cat Rescue 366 Meander Run Rd, Locust Dale, VA 22948
Richmond SPCA 2519 Hermitage Road Richmond, VA 23220
",0,68,32,4,"Lost
Big Lick Vet 7777 Bent Mountain Rd Roanoke, VA 24018
Emergency Veterinary Services 902 Frontage Road Roanoke, VA 24019",75,2/2/16 16:51,2/16/16 12:50,0,
31347,4,2014,6,0,,,,,,,,,,,,,,,,,,,1/15/15 16:01,1/15/15 16:01,,
31348,4,2014,1,111,80,65,0,306,358,"Regional Center for Animal Care and Protection 1510 Baldwin Ave Roanoke VA 24012

Pulaski Co Humane Society 80 Dublin Park Road, Dublin, VA 24084

Green Dogs Unleashed
Troy, VA 22974

Franklin Co Animal Shelter
18401 Virgil H Goode Highway, Rocky Mount, VA 24151

Smyth Co Animal Shelter
287 Fox Valley Road, Marion, VA 24354

Bedford Co Animal Shelter
1307 Falling Creek Road, Bedford, VA 24523",58,Born To; Transfer from Out of State Releasing Agency,23,771,15,"GRREAT - P.O. Box 190
 Merrifield, VA 22116

Green Dogs Unleashed Troy, VA 22974

Chi Rescue & Transport

Save a Lab 

Ring Dog Rescue PO Box 28632, Henrico, VA 23228",1,12,25,1,Lost,130,1/15/15 16:01,2/19/15 14:27,0,
31349,4,2014,3,7,0,0,0,0,0,,0,,0,0,7,"Smokey's Bunny Haven
2647 SKYLINE HWY GALAX, VA 24333",0,0,0,0,,0,1/15/15 16:01,1/24/15 19:56,0,
31350,4,2014,7,0,,,,,,,,,,,,,,,,,,,1/15/15 16:01,1/15/15 16:01,,
31351,4,2014,2,109,176,9,0,404,464,"Regional Center for Animal Care & Protection
1510 Baldwin Ave Roanoke VA 24012

Freedoms Last Chance 90 Edgewood Farm Ln Wirtz, Virginia 24184 

Barn Cat Buddies PO Box 111 Salem VA 24153

Bedford Co Animal Shelter
1307 Falling Creek Rd

Pulaski Humane Society 80 Dublin Park Road, Dublin, VA 24084",3,Born To,6,990,10,"Barn Cat Buddies PO 11 Salem, VA 24153

Siamese Cat Resuce - 366 Meander Run Road Locust Dale, VA 22948

Franklin County Humane Society 18401 Virgil H Goode Highway, Rocky Mount, VA 24151",0,40,37,0,,82,1/15/15 16:01,2/19/15 14:30,0,
26431,4,2013,6,0,0,0,0,0,1,"1- Bedford Animal Shelter - 1307 Falling Creek Rd, Bedford, VA",0,,0,0,1,"1- Harmony Farm Sanctuary - 1613 Blue Ridge Turnpike, Fincastle",0,0,0,0,,0,1/3/14 16:03,1/3/14 16:03,0,
26419,4,2013,1,122,55,1,0,245,376,"299- RCACP- 1510 Baldwin Ave, Roanoke
37- Botetourt AC- 1510 Baldwin Ave, Roanoke
21- Bedford Animal Shelter - 1307 Falling Creek Rd, Bedford, VA
5 - Rockbridge SPCA - 10 Animal Pl, Lexington, VA
5 - Franklin Co Humane - 18401 Virgil H. Goode Highway 
1 - Alleghany Humane Society - 9313 Rich Patch Road Low Moor VA
3-Faquier Co. SPCA - 
9350 Rogues Rd, Midland, VA
1- Blue Ridge Border Collie Rescue - 1950 Kirby Road
 McLean VA
1- Dalmatian Rescue of SWVA - 1784 Bernard Drive Elliston",53,"13- Born to
36-Spartanburg Humane Society, SC
1- Rebound Hounds 
2- Chautauga Co. Humane Society
1- Dachshund Rescue of North America",10,673,5,"1- DC Shiba Rescue - Washington DC
1- Forever Home Animal Rescue 4833 Nelms Lane NE 
Roanoke VA
1-GRREAT - P.O. 190
 Merrifield, VA
1- Blue Ridge Border Collie Rescue - 1950 Kirby Road
1- Green Dogs Unleashed - Troy, VA 22974",1,8,34,10,10- animals from previous years that were lost or not accounted for.,111,1/3/14 12:31,12/23/14 13:22,0,
26420,4,2013,3,29,2,0,0,19,13,13- RCACP - 1510 Baldwin Ave Roanoke VA,0,,0,31,23,23- Harmony Farm Sanctuary - 1613 Blue Ridge Turnpike Fincastle VA,0,2,0,0,,7,1/3/14 12:31,1/3/14 15:58,0,
26421,4,2013,7,3,10,0,0,2,0,,0,,0,0,15,"15- Harmony Farm Sanctuary - 1613 Blue Ridge Turnpike, Fincastle",0,0,0,0,,0,1/3/14 12:31,1/3/14 16:02,0,
26422,4,2013,2,203,105,0,0,301,423,"RCACP 1510 Baldwin Ave Roanoke
Botetourt AC - 1510 Baldwin Ave Roanoke
FERAL - PO Box 5013 Roanoke
AAMR - 5491 Johnston Mtn Rd, Huddleston VA
Barn Cat Buddies - PO Box 777 Hardy VA
Rockbridge SPCA - 10 Animal Place, Lexington
AHA-PO Box 237 Blacksburg 
FCAS- 9246 Virgil Goode Hwy Rocky Mount",6,6-Born To,2,789,23,"Vets to Cats - 2750 Electric Road Roanoke

Siamese Rescue - Meander Run Rd, Locust Dale

FCAS - 9246 Virgil Goode Hwy Rocky Mount

Animal Care Salem - 1035 Electric Rd, Salem

Bedford - 1307 Falling Creek Rd

Barn Cat Buddies - PO Box 777 Hardy VA",0,65,33,17,17- cats lost or not accounted for over the last several years.,109,1/3/14 12:31,12/23/14 13:23,0,
44296,4,2018,1,69,10,0,0,445,370,"Regional Center for Animal Care and Protection - 1510 Baldwin Ave Roanoke VA
Galax Carroll Grayson Animal Shelter - 201 Fair Street Galax VA
Wise County Animal Shelter - 4701 Blackwood Industrial Park Rd, Norton, VA
Russell County Animal Shelter - 458 Haber Dr, Lebanon, VA
Clover Cat Rescue - Stuart VA
Bedford Animal Shelter - 1307 Falling Creek Rd, Bedford, VA",0,n/a,13,859,29,"Richmond SPCA - 2519 Hermitage Rd, Richmond, VA
Fredricksburg SPCA - 10819 Courthouse Rd, Fredericksburg, VA 
",0,4,17,0,n/a,114,1/1/19 10:43,1/2/19 9:59,,142
44297,4,2018,2,82,34,0,0,285,1147,,0,,10,1337,48,,0,42,43,0,,124,1/1/19 10:43,1/2/19 9:59,,56
44298,4,2018,3,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/1/19 10:43,1/2/19 9:59,,0
44299,4,2018,4,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/1/19 10:43,1/2/19 9:59,,0
44300,4,2018,5,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/1/19 10:43,1/2/19 9:59,,0
44301,4,2018,6,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/1/19 10:43,1/2/19 9:59,,0
44302,4,2018,7,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/1/19 10:43,1/2/19 9:59,,0
23929,4,2012,1,123,39,2,0,262,404,"Franklin Co Animal Shelter
1255 Franklin St Rocky Mount, VA 24151(10)
Pulaski Humane Society	
80 Dublin Park Rd Dublin, VA 24084 (5)

Dinwinddie Animal Control
PO Drawer 70 Dinwiddie, VA 23841 (7)

Bedford Animal Control	
1307 Falling Creek Rd  Bedford, VA 24523 (6)

Amelia Co Animal Shelter
16565 5 Forks Rd  Amelia Court Hse, VA 23002  (1)

Mtn View Humane
53 W Main St  
Christiansburg, VA 24073 (2)

Animal Farm Foundation
PO Box 624
Bangall, NY 12506 (1)

Pulaski Animal S",36,Born to (36),1,555,7,"Paws for Pits
151 Old White Hill Rd
Stanton, VA 24401  (2)

Martinsville Humane Society
3137 Laguna Street 
Martinsville, VA 24112 (5)
",7,1,2,0,,293,1/14/13 15:13,8/14/13 14:17,0,
23930,4,2012,2,208,124,3,0,319,365,"Barn Cat Buddies	
PO Box 777 Hardy, VA  24101 (8)

Animal Hope Alliance
3390 Happy Hollow Rd  Blacksburg, VA 24060 (4)

Freedoms Last Chance	
90 Edgewood Farm Ln	
Wirtz, VA 24184 (1)

Franklin Co Pound	
1255 Franklin St	
Rocky Mount, VA 24151 (4)

Bedford Animal Control	
1307 Falling Creek Rd  
Bedford, VA 24523 (9)

FERAL	
PO Box 21011 Roanoke, VA 24018 (4)

Bedford Humane Society	
PO Box 1293 Bedford, VA 24523 (5)

Franklin County Humane
18401 Virgil H Goode Hwy  
Roc",8,Born to,0,537,20,"Barn Cat Buddies
PO Box 777 Hardy, VA  24101 (10)

Siamese Rescue
366 Meander Run Rd, Locust Dale, VA 22948 (10) 
",0,18,13,0,,439,1/14/13 15:13,8/14/13 14:32,0,
23931,4,2012,3,25,2,0,0,26,6,"Regional Center for Animal Control & Protection
1510 Baldwin Ave
Roanoke, VA 24012  (4)

Salem Animal Shelter
1301 Indiana St  Salem, VA 24153 (2)
",2,Born to,0,31,0,,0,1,0,0,,29,1/14/13 15:13,8/14/13 14:37,0,
23932,4,2012,7,1,0,0,0,1,1,"Regional Center for Animal Control & Protection 
1510 Baldwin Ave
Roanoke, VA 24012 (1)",0,,0,0,0,,0,0,0,0,,3,1/14/13 15:13,8/14/13 14:39,0,
20901,4,2011,7,0,0,0,0,0,1,"RCACP - 1510 Baldwin Ave. Roanoke, Va 24012",0,,0,0,0,,0,0,0,0,,1,1/23/12 13:00,1/23/12 13:00,0,
20596,4,2011,1,77,37,3,0,154,227,"RCACP -  1510 Baldwin Ave
Botetourt A.C -1510 Baldwin Ave 
RVSPCA - 1340 Baldwin Ave NE 
Pulaski Shelter - 80 Dublin Park Rd Dublin 
Shennandoah Valley Animal Services - 1001 Mount Torrey Rd Lyndhurst
Montgomery A.C-434 cinnabar Rd Christiansburg 
Franklin County Shelter - Rt 220 N Rocky Mount 
Bully Paws - PO Box 285 Fredericksburg 
Pittsylvania County - 382 Rainbow Ln Dry Fork 
Sussex Animal Control - 14493 Robinson Rd Stony Creek 
Dogs Deserve Better - 1915 Moonlight Rd Smithfield",47,"17 Born To Facility
30 received from out of state facility  Spartensburg HS (South Carolina)",11,365,24,"Old Dominion - 47 Boone Dr. Troutville, Va 24175
Martinsville SPCA - 132 Joseph Martin Hwy Martinsville, VA 24112
Rockbridge SPCA - 10 Animal Place Lexington, Va 24450
Mid Atlantic Pug Rescue - 127 Courtney Ave Roanoke, Va 24012
League for Animal Protection - PO Box 561 Fincastle Va 24090
Bull Dog Club of America Rescue Network - 314 Chesapeake Dr. Gwynn Va 23066
",5,8,9,0,,123,1/19/12 16:19,2/28/12 16:46,0,
20597,4,2011,2,163,118,5,0,209,107,"Botetourt A.Co - 1510 Baldwin Ave Roanoke 
RCACP - 1510 Baldwin Ave Roanoke 24012
Bedford A.C - 1307 Falling Creek Rd Bedford 24523
Barn Cat Buddies - PO Box 777 Hardy 24101
Franklin County A.C - 1225 Franklin St Rocky Mount 24151
Alleghany Alley Cat Angels - Po Box 34 Covington 24426
Pulaski County Pount - 80 Dublin Park Rd Dublin 24084
Freedoms Last Chance - 90 Edgewood Farm Ln Wirtz 24184
Feral Inc - Po Box 21011 Roanoke 24018
Patrick Animal Welfare Society - PO Box 743 Stuart 24171",1,Born To Facility,2,345,16,"Siamese Rescue - 366 Meander Run Rd. Locust Dale, Va 22948",18,6,8,0,,208,1/19/12 16:19,1/23/12 12:59,0,
20598,4,2011,3,10,0,0,0,25,17,"RCACP - 1510 Baldwin Ave. Roanoke Va 24012
Bedford Animal Shelter - 1307 Falling Creek Rd. Bedford Va 24523",0,,0,27,0,,0,0,0,0,,25,1/19/12 16:19,1/23/12 13:07,0,
38360,4,2016,1,89,5,0,0,216,304,"Regional Center for Animal Care and Protection
1510 Baldwin Avenue Roanoke, VA 24012

Franklin County Animal Shelter
9246 Virgil Goode Highway Rocky Mount, VA 24151

Allegheny Humane Society
9313 Rich Patch Rd, Covington, VA 24426

Barn Cat Buddies
PO Box 101 Salem, VA 24153

Humane Society of the United States",67,"Born to, Holding for safekeeping for animal control for court proceedings",30,657,7,"Barn Cat Buddies
PO Box 101 Salem, VA 24153

Richmond SPCA
2519 Hermitage Rd, Richmond, VA 23220

Lynchburg Humane Society
1211 Old Graves Mill Rd, Lynchburg, VA 24502",0,9,12,2,escaped,31,2/3/17 10:30,2/3/17 10:30,,67
38361,4,2016,2,75,35,0,0,471,873,,54,,11,1250,110,,0,68,34,1,,34,2/3/17 10:30,2/3/17 10:30,,0
38362,4,2016,3,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,2/3/17 10:30,2/3/17 10:30,,0
38363,4,2016,4,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,2/3/17 10:30,2/3/17 10:30,,0
38364,4,2016,5,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,2/3/17 10:30,2/3/17 10:30,,0
38365,4,2016,6,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,2/3/17 10:30,2/3/17 10:30,,0
38366,4,2016,7,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,2/3/17 10:30,2/3/17 10:30,,0
41913,4,2017,5,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/15/18 15:14,1/17/18 14:00,,0
41914,4,2017,6,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/15/18 15:14,1/17/18 14:00,,0
41915,4,2017,7,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/15/18 15:14,1/17/18 14:00,,0
41909,4,2017,1,31,4,0,0,216,384,"Regional Center for Animal Care and Protection - 1510 Baldwin Ave Roanoke, VA 24012
Bedford Animal Shelter - 1307 Falling Creek Rd Bedford, VA 24523
Galax Carroll Grayson Animal Shelter - 200 Fair St, Galax, VA 24333
Wise Animal Shelter - 4701 Blackwood Industrial Park Rd, Norton, VA 24273
Shenandoah Valley Animal Services 1001 Mt Torrey Rd, Lyndhurst, VA 22952
Barn Cat Buddies - PO Box 111 Salem, VA 24153
Franklin County Animal Shelter 9246 Virgil H Goode Hwy, Rocky Mount, VA 24151
Allegheny County Humane Society  9313 Rich Patch Rd, Covington, VA 24426
Ring Dog Rescue - PO Box 28632, Henrico, VA 23228",0,n/a,11,673,9,"Barn Cat Buddies - PO Box 111 Salem, VA 24153
Ring Dog Rescue - PO Box 28632, Henrico, VA 23228",0,11,15,0,n/a,69,1/15/18 15:14,1/17/18 14:00,,153
41910,4,2017,2,34,8,0,0,378,967,,0,,3,1353,16,,0,18,21,0,,82,1/15/18 15:14,1/17/18 14:00,,106
41911,4,2017,3,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/15/18 15:14,1/17/18 14:00,,0
34660,4,2015,1,128,21,0,0,210,278,"Alleghany HS 9313 Rich Patch Rd, Covington, 24426
Franklin County Animal Shelter 18401 Virgil H Goode Hwy, Rocky Mt, 24151
Giles County Animal Shelter Green Hollow Rd, Pearisburg, 24134
Pulaski Humane Society 80 Dublin Park Rd, Dublin, 24084
Regional Center for Animal Care and Protection 1510 Baldwin Ave Roanoke 24012
Ring Dog Rescue PO Box 28632, Henrico, 23228

Salem Animal Shelter 1301 Indiana St, Salem, VA 24153
Wythe County Animal Shelter  600 Atkins Mill Rd, Wytheville, 24382
",212,"ASPCA 424 E. 92nd St New York, NY 10128-6804
HSUS 2100 L St., NW Washington, D.C. 20037
Surry County 172 County Home Rd, Dobson, NC 27017
Spartanburg Humane Society 150 Dexter Rd, Spartanburg, SC 29303
housed on behalf of animal control after seizure, through court hearing and final placement
",21,690,17,"Save Our Herders
Dalmatian Rescue 1784 Bernard Drive, Elliston VA 24087
Chihuahua Rescue
P.A.W.S.
Lynchburg Humane Society 211 Old Graves Mill Rd, Lynchburg, VA 24502
Bald is Beautiful
",1,8,22,1,Lost,89,2/2/16 16:51,2/16/16 12:48,0,
35977,5,2015,1,14,0,0,0,35,11,"An Welfare League, 2650 S Arlington Mill, Arlington VA 22206; Danville Hum Soc, 996 S Boston Rd, Danville VA 24540; Lee Co Shelter, School Bus Shop Rd, Jonesville VA 24263; Harrisonburg-Rockingham HumSoc, 2170 Old Furnace Rd, Harrisonburg VA 22803; Fairfax Co Shelter, 4500 West Ox Rd, Fairfax VA 22030; Goochland Animal Cont, PO Box 10
Goochland VA 23063; Chesterfield Co Shelter, PO Box 148, 
Chesterfield VA 23832; Reg Ctr for An Control & Protection, 1510 Baldwin Ave NE, Roanoke VA 24012",2,"1-Tri-County Shelter, Hughesville MD; 1-Prince Georges Co (MD) Animal Mgt",0,47,3,"1-Eastern Herding Dog Rescue, http://easternherdingdogrescue.org/ (don't have address for them); 1-Northern Chesapeake Sheltie Rescue, 205 Haynes Ct, Abingdon MD 21009; 1-Hickory Hill K9 Rescue, PO Box 1505,
Ashland VA 23005",0,5,1,0,,6,2/12/16 15:46,2/12/16 22:06,0,
39144,5,2016,1,6,0,0,0,25,7,"Bedford County Animal Shelter, Bedford VA; Atlantic Region Border Collie Rescue, Gum Spring VA; Collie Rescue, Inc., Chantilly VA; Culpeper Animal Shelter, Culpeper VA",0,,0,29,1,"Collie and Sheltie Rescue of Southeastern VA, 1316 Sheppard Ave., Norfolk VA 23518",1,5,0,0,,6,15-Feb-17,3/23/17 11:10,,4
28413,5,2013,1,18,2,0,0,61,16,Spotsylvania AS; Rockingham-Harrisonburg HS; Orange County AS; Shenandoah Valley AS; Danville Area HS; Stafford County AC; Richmond AS. (No room for addresses),7,Berkeley County WV HS (stray); Tri-County Hughesville MD AS (Owner surrender & stray); Hampshire County WV AC (stray); Prince Georges County AC (MD) (2 strays); Madison County WV AS (stray),0,78,1,"Collie & Sheltie Rescue of Southeastern VA, (no mailing address known), collieandsheltierescue.com",0,4,3,0,,18,1/26/14 9:45,1/26/14 10:28,0,
22017,5,2011,1,14,2,0,0,53,18,"Roanoke AC -Rockingham/Harrisonburg SPCA -Stafford County Shelter -Franklin County HS- Montgomery County Shelter  -Patrick Animal Welfare Society  Stuart 24171-Colonial Heights AC  -Fairfax County Shelter -Roanoke Valley SPCA-
Spotsylvania County Shelter -Chesterfield County HS-
Pulaski County  Shelter-
Loudoun County AC -
Powhatan County AC-
Rockbridge SPCA -Orange County Shelter",6,"Randolph County Shelter, Elkins WV - 
Tri-County Shelter, Hughesville MD - 
Taylor County Humane Society, Grafton WV - 
Lewis-Upshur SPCA, Buckhannon WV - We often take in dogs from shelters outside Virginia",0,62,2,"HART, PO Box 7261, Fairfax Station VA 22039 - 
Collie & Sheltie Rescue of Southeastern VA, www.collieandsheltierescue.com (no address on website)",0,0,5,0,,24,2/8/12 11:24,2/8/12 13:00,0,
23337,5,2012,1,24,0,0,0,56,3,"King George Cty Animal Control, 11377 Citizens Way, KG VA 22485; Chesterfield County Humane Society, 9300 Public Works Rd, Chesterfield VA 23832; Gloucester Mathews Humane Society, 6620 Jackson Lane, Gloucester VA 23061",3,Washington Animal Rescue League - 4 dogs,0,63,1,"Friends of Homeless Animals, PO Box 415, Aldie VA 20105",0,4,0,0,,18,1/7/13 14:54,1/7/13 15:26,0,
44716,5,2018,1,6,1,0,0,29,11,"Happy Tails Rescue, Chatham, Washington County; Collie & Sheltie Rescue of SE VA (formerly of VA Beach, now closed); Prince William County Shelter, Manassas; Halifax Dog Squad, Halifax County; Homeward Trails Rescue, Fairfax Station; Rockbridge SPCA, 10 Animal Pl, Lexington",0,,0,38,1,"Coastal Sheltie Rescue, PO Box 56162, Virginia Beach",0,0,2,0,,6,1/8/19 10:41,1/8/19 15:18,,0
44717,5,2018,2,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/8/19 10:41,1/8/19 15:18,,0
44718,5,2018,3,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0,1/8/19 10:41,1/8/19 15:18,,0
